"District Name in Englsih","Akshaya /CSC Name","Akshaya/CSC Name & Address"
Eranakulam,Thiruvairanikkulam,"Thiruvairanikkulam - akshaya centre thiruvairanikulam"
Eranakulam,"Thiruvankulam Jn","Thiruvankulam Jn - areepuram thiruvamkulam p.o. ernakulam district. pin-682305"
Eranakulam,Thiruvilankunnu,"Thiruvilankunnu - akshaya centre ek 471, opp.nedumbasserry gp, mekkad p o, 683589"
Eranakulam,Thomaspuram,"Thomaspuram - akshaya centre, keraleeyam kalavedi, 3/463, thomaspuram maradu p o - 682 304"
Eranakulam,"Thomaspuram Blocked Centre","Thomaspuram Blocked Centre - akshaya center thomaspuram maradu"
Eranakulam,"Thonniyakavu Jn.","Thonniyakavu Jn. - control panel systems, thonniyakavu jn, north parvoor 683 513"
Eranakulam,Thottakkattukara,"Thottakkattukara - kodumbilly housedesam p.oaluva - 683101"
Eranakulam,"Thottuva kavala","Thottuva Kavala - akshaya e centre, thottuvakavala, koovappady p o, 683544"
Eranakulam,"Toombakadavu Jn.","Toombakadavu Jn. - akshaya centre, toombakadavu jn, s s building chowara p o - 683571"
Eranakulam,"UC College","Uc College - akshaya centre chandrasekhara bldg east veliyathunadu u c college p.o"
Eranakulam,Udayamperur,"Udayamperur - akshaya e centre nadakavu udayamperoor"
Eranakulam,"University Quarters","University Quarters - akshaya centre, university quarters, common facility centre, cusat,pin 682022"
Eranakulam,Uppukandam,"Uppukandam - akshaya e center uppukandomkarimpana p opin"
Eranakulam,"Ushus mahila samajam Paingarappilly","Ushus Mahila Samajam Paingarappilly - akshaya centre, ushus mahilasamajam paigarappilly, mulanthuruthy"
Eranakulam,Vadakkumbhagom,"Vadakkumbhagom - akshaya centre vadakkumbhagom manjapra p.o"
Eranakulam,"Vadakkumpuram Market","Vadakkumpuram Market - akshaya centre, vadakkumpuram market, ezhavodaya sagham buiilding, vadakkumpuram p o, ernakulam 683 521"
Eranakulam,"Vadakkumpuram Market Blocked Centre","Vadakkumpuram Market Blocked Centre - akshaya e centre vadakkaumpuram p.o. chendamangalam pin"
Eranakulam,"Vadattupara poyka","Vadattupara Poyka - akshaya centre, vadattupara poyka, kuttampuzha"
Eranakulam,"Vaduthala gate","Vaduthala Gate - it campus chittoor road vaduthala kochi-682023"
Eranakulam,"Vallarpadam vayanasala","Vallarpadam Vayanasala - akshaya centre, naduvil kunnathu bldg., n o pol jn, panampukad - vallarpadam p o, 682504"
Eranakulam,"Vallathol vayanasala pukkattupady","Vallathol Vayanasala Pukkattupady - infotech computer centrepookkatupadyedathala p.o"
Eranakulam,"Vanitha kendram panchayath office","Vanitha Kendram Panchayath Office - thenambazheth kanjiramattom p.o. ernakulam (dist.)"
Eranakulam,"Varapetty junction","Varapetty Junction - akshaya e-centres.n.computer training centreputheth bldg.varappetty jn."
Eranakulam,Vazhakkala,"Vazhakkala - flat no.ii ruby block hill valley apartments west end of ngo flats thrikkakara. pin-682021"
Eranakulam,Vazhakulam,"Vazhakulam - vazhakulam p.omuvattupuzha - 686 670"
Eranakulam,"Vedimara Jn","Vedimara Jn - aksya centre ek 534, vedimara jn, mannom p o - 683520"
Eranakulam,"Veliyatham Parambu","Veliyatham Parambu - akshaya centre ekm086, manattuparambu, nayarambalam p o, vypin - 682509"
Eranakulam,"Veliyatham Parambu Blocked Centre","Veliyatham Parambu Blocked Centre - akshaya e centre veliyathamparambu nayarambalam"
Eranakulam,"Vengola Kavala","Vengola Kavala - akshaya ecentre ekm280, vengola kavala, vengola tower, 13/773b, vengola, pin-683556, eranakulam."
Eranakulam,Vengoor,"Vengoor - vengoor p.okuruppampadypin - 683546"
Eranakulam,Vennikulam,"Vennikulam - door no.v/758, c, new no.xiv/686), vennikkulam jn, muriyamangalam mamala p o, 682 305"
Eranakulam,"Village office junction","Village Office Junction - vadkkumchery housenedubhassery .p.okaprasserypin-683585."
Eranakulam,"Village office Junction Kadamakkudy","Village Office Junction Kadamakkudy - akshaya centre ek village office jn kadamakkudy pizhala p o"
Eranakulam,"VN Kesavapilla SmarakaVayanasala Valayanchirangara","Vn Kesavapilla Smarakavayanasala Valayanchirangara - akshaya e centre ekm279, v n kesavapilla smaraka vayanasala, valayanchirangara, vimala arcade, pin-683556, ernakulam"
Eranakulam,"Vyttilla junction","Vyttilla Junction - vyttilaopp. pay & parknh byepass thykkoodamvyttila p.okochi - 682019"
Idukki,"6th mile Chakkupallam","6th Mile Chakkupallam - akshaya e-center patheyil bldg chakkupalam p o kumaly 6th mile"
Idukki,Adimali,"Adimali - unitech it unit near national library library road chittethu building adimali pin"
Idukki,"Akshaya grandhasala","Akshaya Grandhasala - akshaya e-centre 1000 acar adimaly"
Idukki,"Akshaya Idukki","Akshaya Idukki"
Idukki,Anachal,"Anachal - akshaya centre panchayat office building pallivasal 2nd mile pin - 685565"
Idukki,"Anachal 1","Anachal 1 - akshaya e-centre itec computer education vyaparabhavan bldg kunjithannypo kunjithanny pin-68"
Idukki,"Anakkara 8th mile","Anakkara 8th Mile - akshaya e centre centre junction anakkara 8th mile anakkara po"
Idukki,ANAKULAM,"Anakulam - akshaya e centresanthi nagar (kuwait city)anakulam popin: 685565"
Idukki,Anavilasam,"Anavilasam - akshaya center,anavilasam p.o,anavilasam"
Idukki,BISONVALLEY,"Bisonvalley - akshaya e center bisonvalley panchayath shopping complex buiding bisonvalley p o, bisonvalley, 685565"
Idukki,Chappathu,"Chappathu - akshaya e-centre c/o mediaman computers kchappathu po kchappathu idukki(dt)"
Idukki,Chelachuvadu,"Chelachuvadu - akshaya e-centre pazhayaparambil opppvtbus stand chelachuvadu po pin- 685606"
Idukki,Chembakappara,"Chembakappara - akshaya e-center, chembakappara"
Idukki,CHEMMANNAR,"Chemmannar - akshaya e-center, 3/258, valiyaparambil building, chemmannar p.o., idukki pin - 685554"
Idukki,Cheruthoni,"Cheruthoni - akshaya e-centre, info world it cente, mariya towers, idukki colony p.o, cheruthony"
Idukki,Cheruvallikulam,"Cheruvallikulam - akshaya e-center,cheruvallikulam"
Idukki,Chettukuzhy,"Chettukuzhy - akshaya e-centre (excellent coputers) kochara po chettukuzhi pin - 685551"
Idukki,Chinnakkanal,"Chinnakkanal - akahaya e center chinnakanal panchayath nearby primary health center chinnakanal po pin 685618"
Idukki,Chittoor,"Chittoor - akshaya e-centre panchayathu community centre manakkadu po kunnathupara -685584"
Idukki,"COLLECTRATE IDUKKI","Collectrate Idukki - akshaya e-centre, collectrate, kuyilimala, painavu p o, pin 685603, idukki"
Idukki,Combayar,"Combayar - akshaya e- centre balagarm po combayar"
Idukki,"CONTINENTAL JN. THODUPUZHA","Continental Jn. Thodupuzha - akshaya e-centre muvattupuzha road, opp.govt h s s thodupuzha 685584"
Idukki,Devikulam,"Devikulam - akshaya e-centre erachippalam jn devikulam idukki district- 685613"
Idukki,"Double cutting","Double Cutting - akshaya e-center kalvarymount po double cutting -685515"
Idukki,Elamdesam,"Elamdesam - panchayath building room no. 1 , elamdesam.p.oelamdesam pin - 685588 thodupuzha idukki"
Idukki,ELAPPALLY,"Elappally - akshaya e- centre kulathinal buildingelappally-685589"
Idukki,Elappara,"Elappara - akshaya e-centre elappara po elappara idukki- 685501"
Idukki,Erattayar,"Erattayar - akshaya e-centre, church building, erattayar p.o, erattayar, pin: 685514"
Idukki,Erattayar,"Erattayar - akshaya e-centre church building erattayar po erattayar pin: 685514"
Idukki,Ezhalloor,"Ezhalloor - akshaya ecentreezhalloor"
Idukki,EZHUKUMVAYAL,"Ezhukumvayal - kallupurakkakathu buildings, ezhkmvayal p.o., nedumkandom 685553"
Idukki,Gundumallay,"Gundumallay - gundumallay estate,top division,munnar po,685612"
Idukki,"H S Jn Karimannoor","H S Jn Karimannoor - akshaya centre h s junction karimanoor thodupuzha"
Idukki,"Ikka nagar","Ikka Nagar - akshaya e-centre munnar panchayatu munnar"
Idukki,Irumpupalam,"Irumpupalam - excellent computers padicup road irumbupalam valarapo pin-685561"
Idukki,Kallar,"Kallar - akshaya e-centre kallar po vattiar mankulam road"
Idukki,Kallimali,"Kallimali - akshaya e-center,kallimali town"
Idukki,Kambilikandam,"Kambilikandam - akshaya e centre kambilikandam mukkudam p.o."
Idukki,Kanchiyar,"Kanchiyar - akhaya e center kanchiyar nariampara 685511"
Idukki,"Kanchiyar Blocked Centre","Kanchiyar Blocked Centre - akshaya e center kakkattukada kanchiyarpin"
Idukki,Kanjikuzhi,"Kanjikuzhi - akshaya e centre c/o royal tech computer institute thallakkanam kanjikuzhi po"
Idukki,KANNIMALAI,"Kannimalai - akshaya e-centre, factory division, kannimalai estate, munn ar - 685612"
Idukki,"Kannimallay Blocked Centre","Kannimallay Blocked Centre - akshaya ecentre kannimallai estate lower division munnar.po"
Idukki,Kappipathal,"Kappipathal - akshaya e centre kappipathalupputhara p.okappipathal"
Idukki,Karikode,"Karikode - akshaya e-center,karikode"
Idukki,Karimannoor,"Karimannoor - akshaya e-center,karimannoor"
Idukki,Karimban,"Karimban - akshaya e -centre ,karimban p.o ,karimban"
Idukki,KARIMKUNNAM,"Karimkunnam - akshaya centre, karimkunnam p o, thodupuzha, idukki- 685586"
Idukki,"Karimkunnam PCT:samskarika nilayam","Karimkunnam Pct:Samskarika Nilayam - akshaya e-centre karimkunnampo karimkunnam thodupuzha"
Idukki,Kattappana,"Kattappana - akshaya e-centre tb jn kattappana po near service co-operative bank pin- 685508"
Idukki,"Kattappana Data Point","Kattappana Data Point - akshaya e-center,kattappana data point"
Idukki,"Kattappana Town","Kattappana Town - akshaya e-center, pampoorickal building, kattappana po, kattappana"
Idukki,Khajanapara,"Khajanapara - akshaya e-centre khajanapara"
Idukki,"KOCHU KARINTHARUVI","Kochu Karintharuvi - akshaya centre kochukarintharuvi p.o ealapara ,idukki, kerala"
Idukki,Kodikulam,"Kodikulam - akshaya e-centre edathotty bldg kodikulam po kodikulam pin- 685582"
Idukki,"Kombodinjal Teracosa library","Kombodinjal Teracosa Library - akshaya e centre parathodu-idukki po 685571"
Idukki,"Konnathady computer Centre","Konnathady Computer Centre - akahaya e center sardk(society for agricultural and rural development in kerala) konnathady po konnathady- idukki district 685563"
Idukki,Koottar,"Koottar - akshaya e-centre koottar"
Idukki,"Kothaikonnu Busstand","Kothaikonnu Busstand - akshaya e-centre orange graphics kallel complex pala road thodupuzha-685584 idukki"
Idukki,Kovilkadavu,"Kovilkadavu - akshaya e-centre sahayagiripo kovilkadavu town kovilkadavu pin-685620"
Idukki,Kovilur,"Kovilur - akshaya ecentervattavada"
Idukki,"Kudayathoor K S complex","Kudayathoor K S Complex - akshaya e-center,kudayathoor k s complex"
Idukki,Kulamavu,"Kulamavu - akshaya e centre kulamavu po 685601"
Idukki,Kumaly,"Kumaly - akshay e center kumaly p o kumaly"
Idukki,Kumaramangalam,"Kumaramangalam - akshaya e-centre vikalangar welfare society kumaramangalam popara thodupuzha"
Idukki,"KUMARAMANGALAM TWO","Kumaramangalam Two - akshaya e center kumaramangalam kumaramangalam p.o thodupuzha"
Idukki,KUMBAPPARA,"Kumbappara - akshaya e center devangar complex khajanappara po khajanappara"
Idukki,KUNINJI,"Kuninji - akshaya e centremamkunnel buildingkuninji p opin - 685583"
Idukki,KUTTIKKANAM,"Kuttikkanam - akshaya e centre , azhutha block panchayath building kuttikkanam"
Idukki,Labbakkada,"Labbakkada - akshaya e-center,labbakkada"
Idukki,Luckom,"Luckom - akshaya e centre luckom reg no:060039 h/no:244 ward no:5 vaguvarai estate factory division thalayar po - 685614"
Idukki,"Machiplavu PO JN","Machiplavu Po Jn - machiplavu akshaya centre machiplavu post office junction machiplavu p i"
Idukki,MANGATHOTTY,"Mangathotty - akshaya e centre, mangathotty, idukki(dist) pin:685 619"
Idukki,Maniyarankudi,"Maniyarankudi - akshaya e-centre kallingal buildings maniyarankudipo maniyarankudi-685602"
Idukki,Manjappetty,"Manjappetty - akshaya e-centre nedumkandampo manjappetty pin-685553"
Idukki,Mankulam,"Mankulam - akshaya e centre mankulam po idukki pin-685565"
Idukki,Marayoor-Babunagar,"Marayoor-Babunagar - akshaya e centre c/o abacus computers near panchayath office marayoorpo marayoor-685620"
Idukki,Mariyapuram,"Mariyapuram - akshaya idk mariyapuram thankamany idukki"
Idukki,Mattukatta,"Mattukatta - puthenveettil building, ayyappancoil p o , mattukatta 685507"
Idukki,Mattuppatty,"Mattuppatty - akshaya e center panchayat buldg mattupetty po-685616"
Idukki,Melechinnar,"Melechinnar - akshaya center , bethel p o , melechinnar"
Idukki,Mlamala,"Mlamala - akshaya e-centre near servcoop bank mlamalapo nalukandam-68"
Idukki,Moolamattam,"Moolamattam - akshaya e kendram, panchayath shopping complex,privet bus stand, moolamattom po, moolamattom"
Idukki,"Moolamattam Blocked Centre","Moolamattam Blocked Centre - akshaya e kendram panchayath shopping complex privet bus stand moolamattom po moolamattom."
Idukki,"MOUNT CENAI","Mount Cenai - vengalloor p o,thodupuzha"
Idukki,"MOUNT SINAI Blocked Centre","Mount Sinai Blocked Centre - akshaya e centreaniyaveettil buildingnear shappumpadyvengalloor thodupuzha"
Idukki,"Mullaringadu Town","Mullaringadu Town - akshaya e-centre,mullaringadu town,mullaringadu p o-685607"
Idukki,"MULLARINGADU TOWN","Mullaringadu Town - akshaya e-centre mullaringadu, mullaringadu p o, mullaringadu town pin : 685607"
Idukki,Mundiyeruma,"Mundiyeruma - akshaya e-centre thekkeperoor bldg balagram"
Idukki,Murikkassery,"Murikkassery - akshaya computers murickassery near it world computers bus stand tower murickassery -685604"
Idukki,MUTHALAKODAM,"Muthalakodam - st george shopping complex, muthalakodam, thodupuzha"
Idukki,"Muthalakodam Blocked Centre","Muthalakodam Blocked Centre - akshaya ecentervattavada"
Idukki,Muttom,"Muttom - akshaya centre muttom idk119 panjayath building, near police station muttom ,thodupuzha"
Idukki,"Muttom Blocked Centre","Muttom Blocked Centre - akshaya ecentre panchayath bldg muttam.po pin"
Idukki,Narakkampuzha,"Narakkampuzha - akshaya e centre narakkampuzha koottikkal po kokkayar-686514"
Idukki,"Nedum Kandam East.","Nedum Kandam East. - akshaya e centre nedumkandam po nedumkandam east"
Idukki,Nettithozhu,"Nettithozhu - akshaya ecentrenettithozhu"
Idukki,"Old Pampanar","Old Pampanar - akshaya e-center,old pampanar"
Idukki,"Onaam mile","Onaam Mile - akshaya e-centre vellara buildings onaam mile kumily po kumily pin-685509"
Idukki,Palappilli,"Palappilli - akshaya e centre, panchayathu building, alakkode p.o, alakkode"
Idukki,Pampanar,"Pampanar - stmarys school of nursing & technology pambanar p o peerumedu idukki"
Idukki,Pannimattam,"Pannimattam - akshaya e-centre pannimattom p o pannimattom"
Idukki,Parathodu,"Parathodu - akshaya, s. v complex ,parathodu"
Idukki,"PCT Community hall Edavetty","Pct Community Hall Edavetty - akshaya e kendram edavetty po thodupuzha"
Idukki,Peermedu,"Peermedu - akshaya e-centre c/oblessing computers opp state bank of travancore nh 200 peermade p o peermade - 685531"
Idukki,Peruvanthanam,"Peruvanthanam - akshaya e centre peruvanthanam po 685532"
Idukki,"Ponnamthanam Grameena Vayanasala","Ponnamthanam Grameena Vayanasala - ponnamthanam grameena vayanasala, thattarathatta p.o, karimkunnam, thodupuzha - pin - 685586"
Idukki,Poopara,"Poopara - akshaya e centre poopara near cardomam plantation associationfirst floorsanthanpara roadpooparatownpoopara"
Idukki,"Pooppara Blocked centre","Pooppara Blocked Centre - akshaya ecentre pooppara santhanpara road building no a"
Idukki,Pothinkandam,"Pothinkandam - akshaya e centre panchayatu shopping complex koottar p o koottar karunapuram"
Idukki,Pottankadu,"Pottankadu - akshaya e centre kolathu bldg pottankadu po pottankadu- 685569"
Idukki,PRAKASH,"Prakash - akshaya e centre, kunjamblasseril building, prakash po, udayagiri pin-685609, idukki"
Idukki,"Prakash Blocked Centre","Prakash Blocked Centre - prakash po udayagiri"
Idukki,"Purappuza kavala","Purappuza Kavala - akshaya e-centre chenthadiyil building vazhithala po thodupuzhaidukki dist kerala pin - 685583"
Idukki,Puttady,"Puttady - akshaya ecentre new light building puttady p o puttady 685551"
Idukki,"Rajakadu NRcity road","Rajakadu Nrcity Road - akshaya e-centre (logic computer centre) karthika building rajakkadu po rajakkadu pin- 685566"
Idukki,"RAJAKUMARI NORTH","Rajakumari North - akshaya kendram, rajakumari north pin 685619, idukki"
Idukki,Rajakumari(s),"Rajakumari(S) - akshaya e-centre ait computers cheeramkunnel building kulaparachal po kulaparachal - 685569"
Idukki,Santhigram,"Santhigram - akshaya e-center,santhigram"
Idukki,Senapathy,"Senapathy - akshaya e-centre senapathy"
Idukki,"Sevenmallay othapara","Sevenmallay Othapara - akshaya e-centre nagarmudi division lakshmi estate munnar-685612"
Idukki,"Seventy Acre Town Kaliyar","Seventy Acre Town Kaliyar - near police station kaliyar kaliyar p.o pin"
Idukki,Shanthanpara,"Shanthanpara - akshaya e-centre santhanparapo santhanpara"
Idukki,Societykudi,"Societykudi - akshaya e-center, societykudi, edamalakudi, munnar po, pin 685612, idukki"
Idukki,Swaraj,"Swaraj - akshaya e-centre swaraj kanchiyar"
Idukki,Thankamani,"Thankamani - akshaya e centre thankamany po idukki dist - 685515"
Idukki,Thattakkuzha,"Thattakkuzha - akshaya e centre koorumullaniyil building room no.455/6,near gov.hss thattakkuzha"
Idukki,"Thirty Fifth Mile","Thirty Fifth Mile - akshaya e centre th mile mundakayam east."
Idukki,THOMMANKUTHU,"Thommankuthu - akshaya cenre , idk135, thommankuthu po, karimannoor panchayath idukki dt"
Idukki,Thopramkudy,"Thopramkudy - akshaya e centre naramangalathu bldng thopramkudy"
Idukki,THUDANGANADU,"Thudanganadu - akshaya e center , thudanganadu co oprative bank bulding , thudanganadu po muttom thodupuzha -685587"
Idukki,"Udaya lodge 7th mile","Udaya Lodge 7th Mile - akshaya e- centre unnechuparambil(h) kudayathoor po idukki district pin : 685 590"
Idukki,UDUMBANCHOLA,"Udumbanchola - akshaya e-centre udumbanchola p o udumbanchola ,idukki dist. kerala -685 554"
Idukki,"Udumbanchola Blocked centre","Udumbanchola Blocked Centre - akshaya e centre udumbanchola p o udumbancholapin"
Idukki,Udumbanoor,"Udumbanoor - akshaya e-center,udumbanoor"
Idukki,Upputhara,"Upputhara - infotech college of computers upputhara po idukki(dt) kerala"
Idukki,"Vagaman Blocked Centre","Vagaman Blocked Centre - nice computers navajyothi community centre vagamon po idukki kerala"
Idukki,Vagamon,"Vagamon - akshaya e-centre vagamon, vagamon p o - 685503, idukki"
Idukki,Valakode,"Valakode - akshaya e-center, kuriankandom, mathayippara po, valakode, pin-685505"
Idukki,Valiathovala,"Valiathovala - akshaya centre, valiathovala p.o, idukki (dist), pin 685514"
Idukki,Vallakadavu,"Vallakadavu - marcy collage of thechnology oposite jaya store thaj bldg vandiperiyar po"
Idukki,"Vandipperiyar town","Vandipperiyar Town - akshaya e-centre panchayath bldg vandiperiyarpo peermade-685533"
Idukki,"Vannappuram Town","Vannappuram Town - akshaya e-centre vannappuram town mundattu bldg temple jn vannappuram- 685607"
Idukki,Vazhithala,"Vazhithala - akshaya e-center,vazhithala"
Idukki,Vellaramkunnu,"Vellaramkunnu - akshaya e-centre, vellaramkunnu"
Idukki,Vellathooval,"Vellathooval - akshaya e centre vellathooval grama panchayath bldg vellathoovalpo-685563"
Idukki,Venmony,"Venmony - akshaya e centre venmony po idukki kanjikuzhy grama panchayath idukki"
Idukki,Vimalagiri,"Vimalagiri - akshaya e-center, c/o.hirange development society, mariyapuram po, idukki-685602"
Idukki,WEMBLY,"Wembly - akshaya e-centre vayalil building , yendayar east yendayar p.o"
Idukki,"West Kodikulam","West Kodikulam - akshaya e centre, west kodikulam po,thodupuzha."
Idukki,Yellappatty,"Yellappatty - akshaya ecentre yellappetty."
Kannur,Adakkathode,"Adakkathode - akshaya e-kendra adakkathode p o, kelakam - 670674"
Kannur,"Akshaya Kannur","Akshaya Kannur -"
Kannur,Alakkode,"Alakkode - akshaya e kendra alakkode co learn computers new bazar alakode"
Kannur,Ambayathode,"Ambayathode - akshaya ekendra ambayathode kottiyoorpo kannur"
Kannur,AMBILAD,"Ambilad - ambilad thokkilangadim.n buildingkuthuparamba"
Kannur,"Andalloor Library","Andalloor Library - akshaya e_centrechirakkunipalayad popin _ 670661"
Kannur,Angadikkadavu,"Angadikkadavu - akshaya e_kendraangadikadavuangadikadavu p.okiliyanthara via670706"
Kannur,Annoor,"Annoor - akshaya e- kendra, annoor p.o, payyannur"
Kannur,"ARALAM TOWN","Aralam Town - akshaya e centre, near higher secondary school, aralam p.o. , aralam-670704"
Kannur,Bakkalam,"Bakkalam - akshaya e_kendrabakkalamkanool p.o670564"
Kannur,"Chaithanya Pullookkara","Chaithanya Pullookkara - akshaya ekendramperingathurperingathurpochokli"
Kannur,Chakkarakkal,"Chakkarakkal - akshaya e_kendrachakkarakkalmouvanchery p.o670613"
Kannur,Chalad,"Chalad - akshaya e_kendrac/o sincere, chalad p.o. kannur_670014"
Kannur,Chalode,"Chalode - akshaya e_kendrachalode, edayannur p.o670595"
Kannur,Chandanakkampara,"Chandanakkampara - akshaya e kendra chandanakkampara,paisakary(p.o),payyavoor(via) 670633"
Kannur,Chanthapura,"Chanthapura - akshaya e kendra, chanthapura ,po. kadannappally , mandoor, kannur"
Kannur,Chapparapadavu,"Chapparapadavu - akshaya e_ kendra,chapparapadavuchapparapadavu (po)pin_ 670581"
Kannur,Chavassery,"Chavassery - akshaya e-kendra, chavassery, chvassery po."
Kannur,Chekkkikulum,"Chekkkikulum - akshaya e kendra p.o chattukapara"
Kannur,Cheleri,"Cheleri - akshaya e_ kendrakarinkalkuzhi(p.o)kolachery"
Kannur,Chendayad,"Chendayad - akshaya e-kendra kunummal chendayad p o kannur (dt) 670692"
Kannur,Cheppanool,"Cheppanool - akshaya e _ kendra cheppanool, kn 1022near muyyam up schoolmuyyam popin 670142"
Kannur,Cherupazhassi,"Cherupazhassi - akshaya e-kendra kannoth mukku cherupazhassi p.o. kolachery (via) kannur (dt) 670601"
Kannur,Cherupuzha,"Cherupuzha - akshaya e kendra paleri buildingcherupuzha po payyannur kannur"
Kannur,"Chithappile Poyil","Chithappile Poyil - akshaya e _ kendra, chithappile poyil,post c poyilthalipparamba"
Kannur,Chittariparamba,"Chittariparamba - akshaya e-kendrachittariparamba"
Kannur,"CHOKLI TOWN","Chokli Town - akshaya e-kendramain road chokli"
Kannur,"Chokli Town Blocked Centre","Chokli Town Blocked Centre - akshaya ekendra opp.v.p.oriental high school chokli p.o"
Kannur,Chungakunnu,"Chungakunnu - akshaya e-center, chungakkunnu p.o., kannur, kerala, pin-670651"
Kannur,Chungam,"Chungam - akshaya e_kendrachungameranjoli670107"
Kannur,Chuzhali,"Chuzhali - akshaya e_ kendrachuzhali.(p.o)670630"
Kannur,"Coop. College","Coop. College - akshaya ekendra cooperative college taliparamba"
Kannur,"Deshabandhu Vayana sala Blocked Centre","Deshabandhu Vayana Sala Blocked Centre - akshay e kendraayyappanthodemangattidam p o"
Kannur,Dharmadam,"Dharmadam - akshaya e_kendradharmadamdharmadam p.o670106"
Kannur,Eachur,"Eachur -"
Kannur,"EAST VALLYAYI","East Vallyayi - akshaya e-center, east vallyayi, mokeri, 670692"
Kannur,Edakkad,"Edakkad - akshaya ekendra kadambur road edakkad p.o"
Kannur,Edatt,"Edatt - akshaya ekendra co net point payyannur college stop edat payyannur"
Kannur,Edekkepuram,"Edekkepuram - akshaya e_ kendrahar complexcherukunnu (p.o)nr.govt.l .p.school"
Kannur,Edoor,"Edoor - akshaya e_kendraedoorpayam p.o670704"
Kannur,Elangode,"Elangode - akshay ekendraelangodenear aoushadi kattimukku road"
Kannur,Elayavoor,"Elayavoor - akshaya e_kendraopp panchayat officemundayad p.o"
Kannur,Engayilpeedika,"Engayilpeedika - akshaya e_kendraengayilpeedikamuzhikkara p.othalassery670111"
Kannur,Eruvessy,"Eruvessy - akshaya e - kendrakandathil buildingchelimparambachemperi (p.o)kannur -670632"
Kannur,"Ezham Mile","Ezham Mile - akshaya e_centrekn _1167sealand complexthaliparamba670141"
Kannur,Ezhilode,"Ezhilode -"
Kannur,"GLPS KOZHUMMAL","Glps Kozhummal - akshaya janasevana kendram, near peralam pothujana vayanasala, peralam, kozhummal(po) 670521"
Kannur,"Irikkur Town","Irikkur Town - akshaya e kendra irikkur town"
Kannur,Irinavu,"Irinavu - akshaya e_kendrakn 1013irinavu roadirinavu po"
Kannur,IRITTY,"Iritty - iritty muncipalcomplex, old busstand, iritty ,670703, kannur"
Kannur,"Iritty -Blocked Centre","Iritty -Blocked Centre - akshay ekendra near christian church main road iritty"
Kannur,Kadachira,"Kadachira - akshaya ekendradoctor mukkukadachira pokannur"
Kannur,Kadavathoor,"Kadavathoor - akshaya ekendra edappara building kadavathur kadavathur p.o"
Kannur,KAITHERY,"Kaithery - akshaya e-kendrakaithery 11 th mile"
Kannur,Kaivelikkal,"Kaivelikkal - akshaya ekendra puthoor road panoor"
Kannur,"Kakkayangad Town","Kakkayangad Town - akshaya e kendra kakkayangad iritty kannur"
Kannur,Kalarivathukkal,"Kalarivathukkal - kalarivathukkal, manna, valapattanam. p. o"
Kannur,"Kalliad town","Kalliad Town - akshaya e_ kendrablathur townkalliad (p.o) 670593"
Kannur,Kallikkandy,"Kallikkandy - akshaya e_centrekallikkandypo kallikkandy thalassery"
Kannur,Kallyassery,"Kallyassery - akshaya e _ kendra, nr pan office, kalliasseri(po), kannur _ 670562"
Kannur,Kaltex,"Kaltex -"
Kannur,Kambil,"Kambil - akshaya e_ kendraopp. refai masjidkambil670601"
Kannur,Kanayi,"Kanayi -"
Kannur,Kandangali,"Kandangali - akshaya e_kendranear municipal high schooljanatha charitable buildingkandangali p.o"
Kannur,KANDOTH,"Kandoth - akshaya,municipal shopping complex first floor,perumba,payyannur"
Kannur,Kanhileri,"Kanhileri - akshaya e_ kendrasama bazarsreekandapuram (p.o)"
Kannur,Kanichar,"Kanichar - akshaya e_kendrakanichar p.okanichar670674"
Kannur,Kannadiparamba,"Kannadiparamba - akshaya e _ kendra,kannadiparamba, kannadiparamba(p o) , kannur 670604"
Kannur,Kannadivelicham,"Kannadivelicham - akshaya e_kendrapanayathamparambamuzhappala p.o"
Kannur,Kannamvelly,"Kannamvelly -"
Kannur,Kannanchira,"Kannanchira - akshaya e _ kendra, kannanchira, kuttiyeri (p o), vellavu ,thaliparambakannur"
Kannur,"Kannur City","Kannur City -"
Kannur,Kappad,"Kappad - akshaya ekendra vallipoyil mouvanchery p.o"
Kannur,Kappummal,"Kappummal - akshay ekendra kappummal eruvatty p.o"
Kannur,Karikkottakkari,"Karikkottakkari - akshaya e_kendrakarikkottakarikoomanthodu p.o670704"
Kannur,Kariyattupuram,"Kariyattupuram - akshaya e_kendrakariyattupuramputhiyanga p.o670691"
Kannur,Karuvanchal,"Karuvanchal - akshaya e _ kendra, karuvanchal, karuvanchal(p o), alakode, kannur"
Kannur,Kathiroor,"Kathiroor - akshaya e_kendraopp.panchayat officekathiroor"
Kannur,Kattampally,"Kattampally - akshaya e_centrekn _ 1053kattampally pokannur _ 670015"
Kannur,Kavinmoola,"Kavinmoola - akshaya e-kendra kavinmoola p.o.mamba, 670611"
Kannur,kavumbai,"Kavumbai - akshaya e kendra, koottumugham palam ,koottumugham - 670631"
Kannur,Kavungal,"Kavungal - akshaya e_centrec/o othenan master memorial computer eductaion centre, kavungal, pattuvam, kannur _ 670 143"
Kannur,Keezhallur,"Keezhallur - akshaya ekendra ambayathode kottiyoorpo kannur"
Kannur,Keezhara,"Keezhara -"
Kannur,Kelakam,"Kelakam - akshaya e_kendrakelakam p.okelakam670674"
Kannur,Kinavakkal,"Kinavakkal - vengakandy housekottayam malabar (po)kappara, thalaaaery"
