Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,4,4,0,3,4,4,4,4,4,4,0,0,0,0,3,3,0,0,1,2,0,4,1,4,4,0,0,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,3,3,0,3,3,3,3,1,2,2,0,0,0,0,3,1,0,0,3,0,0,3,3,1,3,0,2,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,1,"PS (I-V)",4,"Government Aided",Urban,3,Co-Ed,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,5,5,0,5,5,5,5,5,5,5,0,0,0,0,3,5,0,0,0,2,1,5,2,5,5,0,0,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,1,0,2,1,2,2,2,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,13,13,0,13,13,13,13,11,12,13,0,0,0,0,13,7,0,0,13,5,0,13,13,6,12,0,13,0,7,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,1,0,2,2,2,1,0,2,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,5,"HSS (VI-XII)",1,"Department of Education",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,5,"HSS (VI-XII)",1,"Department of Education",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,5,"HSS (VI-XII)",1,"Department of Education",Urban,3,Co-Ed,5,5,0,4,5,5,5,3,3,4,0,0,0,0,5,5,0,5,4,4,0,5,5,5,5,4,4,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,5,"HSS (VI-XII)",4,"Government Aided",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,33,33,0,8,33,33,33,23,14,25,0,0,0,0,24,3,0,0,33,9,0,33,32,3,18,0,25,0,31,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,3,3,0,2,3,3,3,3,3,3,0,0,0,0,3,2,0,0,0,2,2,3,2,2,3,0,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,25,25,0,15,25,25,25,17,12,18,0,0,0,0,18,3,0,0,23,6,0,25,24,2,14,0,19,0,24,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,1,"PS (I-V)",4,"Government Aided",Urban,3,Co-Ed,13,13,0,4,13,13,13,9,10,10,0,0,0,0,10,3,0,0,12,2,0,13,12,3,8,0,9,0,12,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,8,8,0,5,8,8,8,6,6,6,0,0,0,0,5,4,0,0,4,5,1,8,4,7,8,0,2,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,7,"SS (VI-X)",4,"Government Aided",Urban,2,Girls,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,7,"SS (VI-X)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,5,5,0,4,5,5,5,4,5,5,0,0,0,0,5,1,0,0,5,2,0,5,5,0,4,0,5,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,5,5,0,5,5,5,5,5,5,5,0,0,0,0,5,1,0,0,5,2,0,5,5,1,4,0,5,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331010,KODUMUDI,2,"UPS (I-VIII)",4,"Government Aided",Urban,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,1,0,0,1,0,0,2,2,1,2,0,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,5,"HSS (VI-XII)",4,"Government Aided",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,2,1,0,2,2,2,2,2,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,5,"HSS (VI-XII)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,1,"PS (I-V)",3,"Local body",Rural,1,Boys,2,2,0,0,2,2,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,2,0,1,0,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,74,74,0,30,74,74,74,19,26,27,0,0,0,0,50,7,0,0,65,18,0,74,73,31,62,0,56,0,60,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,4,4,0,0,4,4,4,2,2,2,0,0,0,0,0,1,0,0,3,4,0,4,4,2,4,0,2,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,4,4,0,4,4,4,4,4,4,4,0,0,0,0,4,4,0,0,0,2,2,4,3,3,4,0,1,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,3,3,0,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,0,0,3,3,2,3,0,2,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,1,"PS (I-V)",4,"Government Aided",Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,3,3,0,2,3,3,3,3,3,3,0,0,0,0,3,3,0,2,0,1,2,3,2,3,2,2,2,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,4,4,0,3,4,4,4,4,4,4,0,0,0,0,2,3,0,3,4,2,0,4,4,3,4,2,4,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,15,15,0,15,15,15,15,10,14,14,0,0,0,0,9,7,0,0,15,7,0,15,15,6,11,0,14,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331011,KUNDADAM,4,"UPS (VI-VIII)",6,"Other Govt. managed schools",Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,1,2,2,2,2,2,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,5,5,0,5,5,5,5,5,5,5,0,0,0,0,5,5,0,5,0,5,4,5,5,5,4,4,2,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,5,"HSS (VI-XII)",1,"Department of Education",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,5,"HSS (VI-XII)",1,"Department of Education",Rural,3,Co-Ed,5,5,0,5,5,5,5,5,5,5,0,0,0,0,4,5,0,5,5,4,0,5,5,4,5,4,5,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,5,"HSS (VI-XII)",1,"Department of Education",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,1,"PS (I-V)",2,"Tribal Welfare Department",Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,56,56,0,13,56,56,56,41,39,43,0,0,0,0,44,1,0,0,56,24,0,56,54,8,53,0,50,0,25,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,3,3,0,1,3,3,3,3,3,3,0,0,0,0,2,0,0,0,3,1,0,3,3,1,3,0,2,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,3,3,0,0,3,3,3,2,2,2,0,0,0,0,2,2,0,0,1,2,1,3,1,2,3,0,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,27,26,0,6,27,27,27,16,17,17,0,0,0,0,21,4,0,0,26,11,0,27,27,1,22,0,23,0,10,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,1,"PS (I-V)",4,"Government Aided",Urban,3,Co-Ed,2,2,0,0,2,2,2,1,1,1,0,0,0,0,2,1,0,0,2,2,0,2,2,0,2,0,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,1,1,2,2,1,2,1,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,7,"SS (VI-X)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,7,"SS (VI-X)",4,"Government Aided",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,18,18,0,17,18,18,18,14,15,15,0,0,0,0,15,5,0,0,18,8,0,18,18,3,17,0,18,0,8,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,4,4,0,4,4,4,4,4,4,4,0,0,0,0,4,4,0,0,0,4,0,4,2,4,4,0,0,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,6,6,0,6,6,6,6,5,6,6,0,0,0,0,5,0,0,0,6,4,0,6,6,1,6,0,5,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331012,MODAKURICHI,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,1,2,2,2,2,2,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,5,"HSS (VI-XII)",1,"Department of Education",Rural,3,Co-Ed,3,3,0,3,3,3,3,2,3,3,0,0,0,0,3,3,0,3,3,3,0,3,3,3,3,2,2,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,5,"HSS (VI-XII)",1,"Department of Education",Urban,3,Co-Ed,2,2,0,2,2,2,2,1,1,1,0,0,0,0,2,1,0,2,1,1,1,1,2,1,2,1,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,66,66,0,41,66,66,66,20,27,29,0,0,0,0,63,0,0,0,65,8,0,66,65,22,59,0,49,0,38,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,2,2,0,1,2,2,2,1,1,1,0,0,0,0,2,0,0,0,2,0,0,2,2,1,2,0,2,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,1,1,2,1,2,2,0,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,20,20,0,13,20,20,20,9,11,11,0,0,0,0,19,2,0,0,17,5,0,20,19,8,19,0,15,0,12,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,1,"PS (I-V)",4,"Government Aided",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,1,"PS (I-V)",8,Unrecognized,Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,4,4,0,4,4,4,4,2,2,2,0,0,0,0,4,3,0,4,4,4,0,4,4,4,4,4,4,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,7,"SS (VI-X)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,6,6,0,6,6,6,6,5,6,6,0,0,0,0,6,2,0,0,6,1,0,6,6,5,5,0,6,0,6,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,0,0,0,2,2,0,2,2,1,2,0,2,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331013,MULANUR,4,"UPS (VI-VIII)",6,"Other Govt. managed schools",Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,5,"HSS (VI-XII)",1,"Department of Education",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,5,"HSS (VI-XII)",1,"Department of Education",Rural,3,Co-Ed,6,6,0,6,6,6,6,6,6,6,0,0,0,0,5,4,0,6,5,6,2,6,6,6,6,5,3,0,6,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,52,52,0,10,52,52,52,37,47,51,0,0,0,0,47,1,0,0,50,7,0,52,49,2,49,0,39,0,17,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,2,0,0,0,3,1,3,1,1,3,0,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,11,11,0,4,11,11,11,5,11,11,0,0,0,0,10,0,0,0,10,2,0,11,11,0,11,0,9,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,1,"PS (I-V)",8,Unrecognized,Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,5,5,0,5,5,5,5,5,5,5,0,0,0,0,4,2,0,4,5,4,0,5,5,4,4,1,4,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,7,"SS (VI-X)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,2,"UPS (I-VIII)",2,"Tribal Welfare Department",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,12,12,0,10,12,12,12,11,12,12,0,0,0,0,9,4,0,0,12,7,0,12,12,1,10,0,10,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331014,NAMBIYUR,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,5,5,0,3,5,5,5,5,5,5,0,0,0,0,5,0,0,0,4,3,0,5,5,0,5,0,4,0,1,0,0
